call_count,sms_count,data_count,unique_callees,avg_duration
-0.10347716522827452,-0.6092389608734661,-0.49525809244754926,-0.6532396749910461,-0.3218124363074253
1.0,-0.4564279272891804,-0.50705509211189,1.0,-0.3476120764690132
-0.3659890265127001,-0.38616052957312713,-0.47820411215425673,-0.4933469379661068,-0.2830915888214759
-0.5925017677730314,1.0,-0.44249883233611925,1.0,-0.33033026135602533
-0.35617486544575366,-0.5625407612268265,-0.47178993961453425,-0.6953858476467266,-0.36441448459513537
-0.3036428891274907,-0.5381965133838881,-0.4578443834347318,-0.5773527605244887,-0.3543415601812573
-0.3379702920926547,-0.5889939315963639,-0.45829787863938964,-0.6682369560943551,-0.29000988376255404
-0.5795410708576855,1.0,-0.421767137541169,1.0,-0.3115552477330931
-0.04405457722477006,-0.39512572815469565,1.0,-0.47471350815913493,1.0
-0.021600570891543422,-0.4578561923436097,-0.4200585467246035,-0.5367249148045384,-0.3393237270458419
-0.34818333441175436,-0.5618203563000088,1.0,-0.7113812462857362,0.6062832440282273
-0.11478301665031641,-0.395731548270875,1.0,-0.45446894687389716,1.0
-0.082610091484805,-0.47785303682547653,-0.4418785218402535,-0.5601687901533544,-0.28737302704179774
-0.3148791437834077,-0.5389968191975935,1.0,-0.7487208808414562,0.5939982320420656
-0.282327644378757,-0.30450471101804316,-0.44354070335027307,-0.46811489657037775,-0.31631810850185266
-0.5720816057797653,1.0,-0.4784794915768261,1.0,-0.38608738386453945
-0.32583371886878376,-0.4673763711786478,-0.4909954821903584,-0.5991071026517266,-0.36375583601710326
-0.3321063251176347,-0.6071776308335866,-0.45214367745494194,-0.7320104462665262,-0.36972845936661536
-0.3517366305183427,-0.6311528548117552,1.0,-0.6702504529722174,1.0
-0.27153777078306274,-0.4638861360412912,-0.44620261765661917,-0.6503342817338174,-0.2887262039927784
-0.33917838878240475,-0.572838193111097,-0.4348240844698615,-0.709345339202884,-0.35999683580546793
-0.2895396888862888,-0.5539602848825693,1.0,-0.7274778205152252,1.0
-0.33642210532624933,-0.5499700915980937,-0.43946299495087815,-0.6075556679964194,-0.37254683193947724
-0.3174157732913179,1.0,-0.41946140599787934,1.0,-0.3417205164749388
-0.08637750572355571,-0.37896877019387876,-0.43094706548108824,-0.42634817542317455,-0.3054664228465347
-0.3113057771051352,-0.5833303141509303,-0.47068316851335984,-0.7321648215444638,-0.329816071788819
-0.3089274062671427,-0.20592246764789346,-0.43368061535137015,-0.37328145595467405,-0.3682370287493834
-0.5574762185790483,1.0,-0.4277531201234573,1.0,-0.36371828193476624
-0.36279756213833797,-0.5917567512452789,1.0,-0.6640108490099904,0.976179723978996
-0.5488674282459076,-0.5977363551376101,1.0,-0.7633127294848701,-0.3017337086605243
-0.050686892028135866,-0.5521609888253676,1.0,-0.48250708231394424,0.3428698936253603
-0.5844945316290413,1.0,-0.4173099382890754,1.0,-0.3235828426573462
0.17436967373127943,-0.5684181611470833,-0.44516424949993494,-0.5382614069442235,-0.29820149537193663
-0.3384115779834577,-0.37677014998629993,1.0,-0.5792209856528744,1.0
-0.5436953799290164,-0.5271733129155283,-0.49108125307582323,-0.7541425027322715,-0.3534390135003287
0.20391549883821103,-0.5990345821604204,-0.45662140839421766,-0.5094460883656972,-0.3605802936747094
-0.30187915158101364,-0.4248653856460109,1.0,-0.554715586638365,1.0
-0.5431775775965878,-0.5525718232855386,-0.4873535365938539,-0.6987353755906962,-0.33771433024936026
-0.3639540045818741,-0.6100304799902608,-0.4875413540280992,-0.7149018463816726,-0.34094355806144305
-0.5587341190309308,1.0,-0.41417796816302205,1.0,-0.29394544273659573
-0.3416084443203124,-0.47855016740400075,-0.4249698926277644,-0.6242092135321091,-0.34605472468049164
-0.2919731796040935,-0.46322042218421305,-0.48154229299127566,-0.6532956545454669,-0.3442672072974202
-0.5630796536862497,-0.518457344058531,-0.48147731797602605,-0.6960291626809152,-0.30708598732474424
-0.2874839007455364,-0.552116950910611,-0.41347938480704394,-0.5799558708106053,-0.3481842385742114
-0.3230424382562796,-0.5276116480421518,-0.4383124810760501,-0.6075093158885221,-0.3202587645486864
-0.532637031045285,-0.4762760575921094,-0.41950888355933674,-0.7307680960352188,-0.33204556632455606
1.0,-0.5594405061261243,-0.4857274997202523,1.0,-0.3377586515163573
-0.5402238402071333,1.0,-0.4315036766822979,1.0,-0.32288919561354357
0.23121145799484716,-0.6346976553591908,-0.4257608516023123,-0.5615298831381447,-0.29050760941153814
-0.6128410591161576,-0.38372369055488065,-0.4442672233671999,-0.6563979460869623,-0.3800990865951485
0.21655497603389234,-0.47510579112244106,-0.4923209392527967,-0.3994141069113786,-0.3160081448673434
-0.10935618029667216,1.0,-0.4615894810619095,1.0,-0.344187955753115
-0.6212017547114035,-0.3565056765067572,1.0,-0.5145773842462784,-0.3612161036751004
-0.031169355729227494,-0.5487586941364382,-0.46485131285294007,-0.5815058166854655,-0.295906017970949
-0.03208530946972145,-0.593041301567733,-0.5068787025442991,-0.5984156838105926,-0.3605733710161256
-0.2782224499426229,1.0,-0.4295952046419132,1.0,-0.3428020045015752
-0.08231635898252784,-0.5478101815229725,-0.5084291657182165,-0.6543799682671128,-0.3583038673707325
0.7286027959732558,-0.5425472453334566,-0.4650112163379849,-0.2293097899798644,-0.349383518673752
0.19323197582370918,-0.5074918521805699,-0.43161148294104656,-0.43571017350768965,-0.3137358935099113
-0.08877271061694161,-0.5880989975148709,-0.4198291091211787,-0.6311471109224187,-0.35163419761692816
0.6443897176874009,-0.503818031547987,-0.5038043909859075,-0.21803219662500511,-0.32981218633120984
0.2169753895307264,-0.4869597517981955,-0.4401937428340717,-0.4059836801624968,-0.34720140433284546
-0.338595051155885,-0.6109701326264557,-0.43653041329541764,-0.7353351973883169,-0.2938426392798163
-0.5392760269415159,1.0,-0.4865392487022185,1.0,-0.31646965979910197
0.4830417567250704,-0.46696648219495857,-0.49786161072186796,-0.2088433035045219,-0.3707965742024317
-0.33950995198451617,-0.6101216117563718,1.0,-0.6876341816616567,1.0
-0.07708041925913885,-0.6345427516285858,-0.43370701343082974,-0.5786273334018568,-0.28365665706067195
0.44899575956126275,-0.42847239646179014,-0.4737142668331406,-0.2855048993574871,-0.37140336938829255
-0.32712315304871653,-0.5643464940325927,1.0,-0.7606520044260497,1.0
-0.0403068263335202,-0.6243619816761012,-0.4118782420171636,-0.6407306239211273,-0.3725798847636369
0.7120492889293255,-0.576976677412352,1.0,-0.37175711229567254,1.0
-0.5768510616515619,1.0,-0.44090756266431663,1.0,-0.32008680595787375
-0.0275047774670195,-0.4796524171842632,-0.4439611192214932,-0.5340725743077112,-0.3704036970548965
-0.11132385844045617,-0.572364358203004,-0.49421923932207185,-0.5954107178494276,-0.284432346012558
-0.6026258872972096,-0.3351541027547675,-0.470103755374305,-0.5128229589473624,-0.3444002384323231
-0.07765241062615577,-0.5499458836048213,-0.4694829382395384,-0.4901296076005198,-0.33706934522173115
-0.018711725470549334,-0.5855420819686429,-0.5074694372887458,-0.6629683183826004,-0.3226606948734791
-0.5919866440329806,-0.3289191015543186,-0.4930850669111501,-0.5625769173738299,-0.32261193099913715
-0.08093975935284065,-0.33007673580611846,1.0,-0.3004355213216082,0.3757046232268926
-0.6076437767975685,1.0,-0.41314157575183674,1.0,-0.37382379500106144
0.3944776975246709,-0.536812741651802,-0.4376688233143491,-0.4085967503673961,-0.350679251740469
-0.2846946956622075,-0.556223431656737,1.0,-0.6924936778474713,1.0
-0.09790724534024448,-0.6234731530738825,-0.473612290063826,-0.6231649599962096,-0.2891254439755607
0.4759101995258813,-0.5588244802347938,-0.4169645964793923,-0.4163716213164427,-0.31987279931257495
-0.28236745352217063,-0.5939534000928375,1.0,-0.7607639604118208,1.0
-0.09675322870941246,-0.5605128184090797,-0.45735489703492394,-0.6591102640010121,-0.34463245271321585
1.0,-0.38840095507864314,-0.4171790808863093,0.22834556393185793,-0.37131501492167607
-0.5996949666935478,1.0,-0.4681830434612322,1.0,-0.2933280549167743
-0.3241049681921497,-0.5490294930019093,-0.4580063155415355,-0.6506512851486714,-0.3070468399303278
-0.2979665084859261,-0.49970968095007673,-0.46755398457404557,-0.5974952001155118,-0.37017370672738964
-0.0535819810999902,-0.48913904735415914,1.0,-0.4918439046395849,1.0
-0.3505536295568142,-0.5517550530562788,-0.4458610082268076,-0.597264551345054,-0.3671885432550791
-0.29771211242349344,-0.5019420197496711,-0.42315623262706015,-0.6450496524421896,-0.29899680257051753
-0.11377168566354162,-0.4551407125292221,1.0,-0.5205591960477216,1.0
-0.5524115402554738,-0.47225369499591324,-0.4150175239413501,-0.692673942499706,-0.37755869255347085
-0.5435448269960089,1.0,-0.43629290900188455,1.0,-0.31475415195292045
-0.3686061995819079,-0.5451296861516931,-0.41634693288590713,-0.594588893368448,-0.3760173001924306
0.19788939143522938,-0.5153318807011805,-0.47005230520325353,-0.4069492059861083,-0.34535190520647036
-0.11680975492000133,-0.5426620374699327,1.0,-0.5962333842307344,1.0
-0.28960831232448464,-0.4830590941014774,-0.49534013628331536,-0.6643298021585554,-0.2940921567483745
0.17384811434428454,-0.4656157894518411,-0.4777338581663883,-0.4070483980900587,-0.2966794118451157
-0.10470913939668394,-0.5535262612973926,1.0,-0.6579882268255108,1.0
0.39351626490971037,-0.6353987998707513,-0.4112242019363298,-0.48437766137732785,-0.2816780739107248
-0.5510185008644009,1.0,-0.42579716255078176,1.0,-0.343961410045713
-0.5362161489297506,-0.3661376557753352,1.0,-0.5210152748376913,-0.3409514785878175
0.9392468046845457,-0.43811270477010344,-0.4913791539385118,-0.12527213417021105,-0.3786251167273957
1.0,-0.5126117274647498,-0.4483712935750245,0.7464842069767469,-0.3356620177058716
-0.5284461424307112,-0.372822069139134,1.0,-0.523183775351592,-0.3178198466736848
0.9123799868275242,-0.386760755624732,-0.46488065574233667,-0.10282604300932992,-0.33213409806957256
1.0,-0.5266866208675055,-0.41757921390690167,0.7807311892097355,-0.3134297391481135
-0.30821119861101076,-0.6195368241720398,-0.4709485309660367,-0.7067155348710652,-0.308543773369632
-0.6050521796010381,1.0,-0.5080969076884033,1.0,-0.35808448183220554
-0.09690576181394218,-0.6350436192761247,-0.4188170491173569,-0.6277662422017256,-0.3172234996821056
-0.32712926759865885,-0.4678452583597794,1.0,-0.6108974895067407,1.0
0.13552752203553622,-0.6073219983268877,-0.4456306970861484,-0.5746306388680789,-0.31331116194674613
-0.06991064602858608,-0.5902741334003836,-0.45517421355291404,-0.624591934846812,-0.28396475690286904
-0.3201729499316556,-0.48014496084934644,1.0,-0.6429764205469315,1.0
0.19680803754700188,-0.6361223836432033,-0.43272868167884165,-0.549704758265193,-0.32092306643105
-0.033154925840149826,-0.5272998654230462,1.0,-0.5089524455040332,0.3998250290662917
-0.5891328243521006,1.0,-0.47168522349167125,1.0,-0.3645301962620844
-0.3614229849432606,-0.5779491212501784,-0.42722168937602356,-0.6848754516644552,-0.311855024657583
-0.10544416377545904,-0.5469134951273591,-0.42139823076947086,-0.5452539063157219,-0.3357398401621851
-0.046261943046558784,-0.5718679470509258,-0.47879960174219854,-0.6395961094940454,-0.3341076236419557
-0.30822908664917514,1.0,-0.4171446063276172,1.0,-0.3508834836485331
-0.5713127599978588,-0.5237308306603197,-0.46216985402129446,-0.7386946642851098,-0.3101496906296785
-0.2817836269060715,-0.48098521883715406,1.0,-0.6595812950270641,1.0
0.2335576576409643,-0.5032702647046134,-0.4289543044218513,-0.4650288026930546,-0.3700473741999497
-0.3605191227531903,1.0,-0.4389641610355452,1.0,-0.2933609300449646
-0.0891096661148472,-0.500229285491846,-0.4863421793186209,-0.5344392673960303,-0.3071998993209289
-0.11360754416961735,-0.5025449417466155,-0.4692963885817185,-0.49630136381760925,-0.3138189844167785
-0.34167824558704835,-0.5121137460134646,-0.42207941696045465,-0.5935943225248134,-0.32510899554271694
-0.10687343693193826,-0.4832532228191839,-0.44751692662227116,-0.4903661526330571,-0.33072100569416757
-0.1032656351284426,-0.5189562611308898,-0.41747609584632356,-0.573076237474828,-0.359577964302365
-0.33860414634720853,-0.4647493861457106,-0.4859681937182263,-0.6206660507220824,-0.3227557493726381
0.22747703360782257,-0.48100020602278054,-0.4252641987714885,-0.4415873615588423,-0.3195247654599486
-0.32440174341320094,1.0,-0.4091943444297139,1.0,-0.2897558198514122
-0.5300763885150704,-0.4681820547690507,-0.4242307733406482,-0.6198208985068427,-0.3646316150727525
-0.3556755649025616,-0.29951051038486065,-0.4963341793097592,-0.3996165817220118,-0.2988220461841263
-0.05855293220729216,-0.5812404266149519,-0.5087362471934447,-0.5964038133572469,-0.3479239531824703
-0.5403516912655844,1.0,-0.4252966515770811,1.0,-0.36933272752048796
-0.5813160132857029,-0.46396505289296636,-0.5015642904539286,-0.6839887420955252,-0.3253186817846961
-0.046294546074061874,-0.537907416410404,1.0,-0.5360787010732383,0.5894582262818755
-0.027097026782387942,-0.6045887249074918,-0.45428690418160544,-0.576110793695547,-0.3470738879956985
-0.6099820137608905,-0.5335013586462579,-0.4941566446828965,-0.7151598908443736,-0.32405381584855436
-0.05664367751926212,-0.46100566632803136,1.0,-0.5329834146066794,0.5622275960305569
-0.10813578344899008,-0.5462351582632256,-0.4672293246813932,-0.6458354244548595,-0.2934689575170585
-0.062227212894675935,-0.628565196538016,-0.502523364803261,-0.5904764370284488,-0.35759443742057667
-0.30615797181448157,1.0,-0.4211556326081797,1.0,-0.2803743403034905
-0.019254377362103517,-0.6084618032321304,1.0,-0.6446431086988089,1.0
-0.0625378481897559,-0.5714514778746483,-0.46875978511313204,-0.5902948824438965,-0.3687972729538609
-0.3068919952076143,-0.5414161298568919,-0.4937600188027255,-0.6174985138662028,-0.2938549547076389
-0.058924703448539235,-0.6167443523474639,1.0,-0.6375849844943362,1.0
-0.09937496603219369,-0.5389801630195702,-0.4843149378940181,-0.61949369316772,-0.32964326104468067
-0.35649736404911425,-0.48502532214544725,-0.48668132127106806,-0.5733304547169153,-0.28554780224077747
-0.04825032674065605,-0.4096576383987467,-0.4657245322652941,-0.4150342648263866,-0.37002894444665935
-0.5284198303688304,1.0,-0.4133533885470817,1.0,-0.31307680670560784
-0.36315104016569333,-0.43594342452209567,-0.471923863931015,-0.5652571132184557,-0.3608609800227222
-0.27964942628147565,-0.5840886990166844,-0.448309347189474,-0.7099041877420579,-0.3796564754402385
-0.0434610027528913,-0.6208892893345188,1.0,-0.6602618168285126,0.9936622021343565
-0.3238558671649891,-0.38733842354762216,-0.43934937411131564,-0.5378127466151131,-0.3201757010044737
-0.32741517731750913,-0.6070357063249218,-0.4841529031145798,-0.6646975751672607,-0.3208693067028196
-0.09768470961054947,-0.6032895318664852,1.0,-0.6697172510488433,1.0
0.20244785872659093,-0.6205338390132134,-0.41218040341299156,-0.5167580194171139,-0.3445892994575486
-0.33864236066566517,1.0,-0.44417352356049516,1.0,-0.35093084691334064
-0.5542196556696473,-0.24280836464506936,-0.4996984915872099,-0.4401853655210513,-0.34732825891981467
-0.5847783097610119,-0.5215204850378031,1.0,-0.7195359280837312,-0.3194585422633338
-0.36344544493847986,-0.4584798518722201,-0.43885349406349755,-0.6160227603709155,-0.3268746942037535
-0.5370569851584814,-0.2621511617159409,-0.4628202640739558,-0.44927485511299226,-0.29891590142295366
-0.5916719363546824,-0.4901276956421261,1.0,-0.7602492992930707,-0.3725178700787597
-0.3236715913879229,-0.5466598244744459,-0.4560397696021573,-0.6189256745351227,-0.2839709667823566
-0.08907212169625571,-0.5245173824397671,-0.4219378473268672,-0.5683038750576885,-0.3597732667447468
-0.6160160496890779,1.0,-0.4697500123477369,1.0,-0.31748111083820363
-0.10395987698568876,-0.4562876284013584,-0.49304683961565804,-0.5091167865291173,-0.2911833680876425
-0.28725983024339585,-0.5709574970081475,-0.45139310481934053,-0.7330147534353083,-0.3179069997351719
0.1381203467708922,-0.5661477305593777,-0.4860799921288816,-0.5246295067385507,-0.3209584537158811
-0.6191269297224113,1.0,-0.475943431771067,1.0,-0.37785962218748526
-0.36063296801695643,-0.38658306702510603,-0.49920893819288,-0.469240623721018,-0.29757567345082264
0.15499501145981628,-0.50932684440331,-0.4131457166331427,-0.42264916727047364,-0.3409063671973773
0.21411272074985088,-0.5451061085967301,-0.41876044920440936,-0.4927838249319167,-0.28638766778641406
-0.3188857389858936,-0.34319291556002224,-0.4762501206616421,-0.42325403253927435,-0.2880648120971958
0.15793159120692396,-0.48907999548131464,-0.4455319685922043,-0.3982414415779069,-0.29484838355764903
0.1887511587987286,-0.5835264573607942,-0.4495022864980056,-0.5173649801137303,-0.3194002267537991
-0.5667099088086585,-0.46846620161860997,-0.4229999294319524,-0.7050803328252775,-0.3059261395623196
-0.5273333103599015,1.0,-0.4341430171195473,1.0,-0.34468197092979813
-0.022469211446643433,-0.4537859139557867,-0.49520219126272624,-0.6212512916207741,-0.3759398230537593
-0.3360793987473197,-0.45360490325393116,-0.5052035783011968,-0.5212155449472675,-0.36237893671770965
-0.27266425693204654,-0.48016928215620575,-0.4170501466971591,-0.6154756826895904,-0.34465308054949695
-0.5283336057463293,1.0,-0.46322761818100894,1.0,-0.29611422875130017
-0.06163506555870009,-0.4052359719895996,1.0,-0.4097712754844858,1.0
-0.3114195137799463,-0.3827831125338856,-0.48558146687774484,-0.5730757632883474,-0.3270337105693985
-0.07320185811803398,-0.5415097253000961,-0.42965750153804066,-0.573868515987082,-0.3320920962033906
-0.048109457350747245,-0.42913769327062995,1.0,-0.4331327540782339,1.0
-0.3452936454934252,-0.3876574632933343,-0.49544388781814835,-0.5621704107848899,-0.34740831879475326
-0.04071902618946788,-0.5873634167041629,-0.4264563643401433,-0.6244675990787267,-0.3510850824305584
-0.3322585255501185,-0.3767638991309266,-0.5057026778133378,-0.3998921783289135,-0.2791338851889471
-0.6149326250172636,1.0,-0.4347941595443648,1.0,-0.38070961978302204
-0.09512636958133645,-0.6336503132776828,-0.42687454789490464,-0.6101417509187348,-0.3473745715261884
0.2219021016997778,-0.5459370231133165,-0.49887153703707016,-0.4555127499437143,-0.36805391220499817
-0.3532103953073669,-0.5625120002173387,-0.4666351118326042,-0.67530429282216,-0.3723312328347993
-0.0505155635910898,-0.5905944263913598,-0.4747073751188549,-0.6674686504558414,-0.2991123391191111
0.17279183722413521,-0.5192730544571056,-0.5002727211883821,-0.4560356324541001,-0.38095597035858275
-0.3617484164611612,-0.5434997882248833,-0.4504440454000154,-0.7566335145459369,-0.3246686918392222
-0.07364715818310186,-0.46899056470906497,-0.46337739533467515,-0.46257874586004477,-0.2890022166929108
-0.5284359815751536,1.0,-0.507316209471301,1.0,-0.36407960836572706
0.15821173700599972,-0.5881369695075835,-0.440410001249447,-0.5308175787847914,-0.377476119127918
-0.29511060833977765,-0.46348658051353275,-0.49957869823154644,-0.6356750488361551,-0.35635132823152893
-0.304461056842354,-0.5805982315939613,-0.42938425213344733,-0.6928757012928852,-0.2960542601635102
0.18339487063198912,-0.5850672898363934,-0.43588398606222756,-0.5101964576347389,-0.2924223555982002
-0.3640314317688274,-0.48593500937458,-0.4993024573093704,-0.660777445994695,-0.35822506625597217
-0.3664876078783701,-0.5756794308360228,-0.4666244575070309,-0.6803092769947429,-0.3196101935130294
-0.360622576313779,-0.5054704076262433,-0.45880963166253436,-0.6692041199415861,-0.3569977700611703
0.42096583421473854,1.0,-0.4348899453142805,1.0,-0.36969908818120345
1.0,-0.506228688928377,-0.43616057103709893,0.9669973738642712,-0.37622582317717435
0.15311347952961224,-0.5524506411560577,-0.4116596746871788,-0.5528739509652039,-0.3189968736424367
-0.3372611863407825,-0.5323009449137237,-0.5021245470712935,-0.6378429065572666,-0.2758728682913093
-0.11476750182849355,1.0,-0.4910982909095574,1.0,-0.323707287740392
0.20525756019191904,-0.6326945079325309,-0.4132382501956217,-0.5578948110555056,-0.30790768932727053
-0.5541400290170189,-0.5231382471402458,1.0,-0.6691131309732452,-0.3369560374246085
-0.06151543770037003,-0.4612061088265981,-0.4502894016462375,-0.40774473413145823,-0.31222932717431673
-0.5559678108586085,1.0,-0.506389527139159,1.0,-0.3367529819728518
0.22136646990629005,-0.6279206591458998,1.0,-0.5623004723888503,1.0
0.4353764292877493,-0.5103053236259361,-0.45837559091379076,-0.3791863817828104,-0.3737740191811218
0.15015391633937142,-0.4918904257906174,1.0,-0.39899896819845115,0.6880927251308251
0.16859287024095454,-0.6251561175888287,1.0,-0.5005008008220255,1.0
0.4337291214058655,-0.5398490930946279,-0.4135400148168495,-0.37814407956307455,-0.3452767272677401
0.1678871219468636,-0.5306791822167267,1.0,-0.4730972885104667,0.6842995486133722
0.15025703214860286,-0.6272783356977965,1.0,-0.489828146870939,1.0
